Nom,Code
 MOMBASA/MOI INTL ,HKMO
 MOYALE LOWER (OD ,HKMY
 NAIROBI/DAGORETT ,HKNC
 NAIROBI/JOMO KEN ,HKJK
 NAIROBI/JOMO KEN ,HKNA
 NAIROBI/WILSON   ,HKNW
 NAKURU           ,HKNK
 NANYUKI          ,HKNY
 NAROK            ,HKNO
 NYERI            ,HKNI
 VOI              ,HKVO
 WAJIR            ,HKWJ
 BENINA/BENGHAZI  ,HLLB
 EL BEIDA         ,HLLQ
 GHADAMES         ,HLTD
 GHAT             ,HLGT
 HON              ,HLON
 KUFRA (MIL/CIV)  ,HLKF
 MISRATA          ,HLMS
 MITIGA           ,HLLM
 SEBHA (AUT)      ,HLLS
 SIRTE            ,HLGD
 TOBRUK           ,HLTQ
 TRIPOLI INTL ARP ,HLLT
 UBARI            ,HLUB
 BUTARE           ,HRYI
 GISENYI          ,HRYG
 KAMEMBE          ,HRZA
 KIGALI           ,HRYR
 RUHENGERI        ,HRYU
 AKOBO            ,HSAK
 ATBARA           ,HSAT
 AWEIL/UWAYL      ,HSAW
 BOR              ,HSBR
 DAMAZIN          ,HSDZ
 DONGOLA/DUNQULAH ,HSDN
 EL FASHER        ,HSFS
 EL OBEID         ,HSOB
 GEDAREF/AZAZA    ,HSGF
 GENEINA          ,HSGN
 HALFA (WADI)     ,HSSW
 KADUGLI          ,HSLI
 KASSALA          ,HSKA
 KHARTOUM (CIV/MI ,HSSS
 KHARTOUM         ,HSSK
 KOSTI/RABAK      ,HSKI
 MARIDI           ,HSMD
 NASIR            ,HSNA
 NYALA            ,HSNL
 NYALA            ,HSNN
 PIBOR POST       ,HSPI
 PORT SUDAN       ,HSSP
 PORT SUDAN INTL  ,HSPN
 RAGA             ,HSRJ
 RUMBEK           ,HSMK
 SENNAR           ,HSNR
 SHENDI           ,HSND
 TORIT            ,HSTR
 YAMBIO           ,HSYA
 ZALINGEI         ,HSZA
 JUBA             ,HSSJ
 MALAKAL          ,HSSM
 RENK             ,HSRN
 ARUSHA           ,HTAR
 BUKOBA           ,HTBU
 DAR ES SALAAM AR ,HTDA
 DODOMA           ,HTDO
 IRINGA           ,HTIR
 KIGOMA           ,HTKA
 KILIMANJARO AIRP ,HTKJ
 KILWA MASOKO     ,HTKI
 MBEYA            ,HTMB
 MOMBO            ,HTMO
 MOROGORO (MET)   ,HTMG
 MOSHI            ,HTMS
 MPANDA           ,HTMP
 MTWARA           ,HTMT
 MUSOMA           ,HTMU
 MWANZA           ,HTMW
 NACHINGWEA       ,HTNA
 PEMBA/KARUME ARP ,HTPE
 SAME             ,HTSE
 SHINYANGA        ,HTSY
 SONGEA           ,HTSO
 SONGWE           ,HTGW
 SUMBAWANGA       ,HTSU
 TABORA AIRPORT   ,HTTB
 TANGA            ,HTTG
 ZANZIBAR/KISAUNI ,HTZA
 ARUA             ,HUAR
 ENTEBBE INTL ARP ,HUEN
 FORT PORTAL      ,HUFP
 GULU (MIL/CIV)   ,HUGU
 JINJA            ,HUJI
 KABALE           ,HUKB
 KASESE           ,HUKS
 LIRA             ,HULI
 MASINDI          ,HUMI
 MBARARA          ,HUMA
 MOROTO           ,HUMO
 SOROTI           ,HUSO
 TORORO           ,HUTO
 ALEXANDER BAY    ,FAAB
 ALIWAL NORTH     ,FAAN
 BARBERTON        ,FABN
 BEAUFORT WEST (M ,FABY
 BETHLEHEM AIRPOR ,FABM
 BISHO            ,FABE
 BLOEMFONTEIN/HER ,FABL
 BRAKPAN          ,FABB
 BREDASDORP       ,FABR
 BURGERSDORP      ,FABD
 CALVINIA (MET)   ,FACV
 CAPETOWN/DF MALA ,FACT
 CAROLINA         ,FACL
 CLANWILLIAM      ,FACW
 COOKHOUSE        ,FACH
 DE AAR           ,FADA
 DE AAR MET       ,FADY
 DUNDEE           ,FADD
 DUNNOTTAR (SAAF) ,FADR
 DURBAN/LOUIS BOT ,FADN
 DURBAN SHAKA     ,FALE
 DURBAN/VIRGINIA  ,FAVG
 DURNACOL         ,FADH
 EAST LONDON/SCHO ,FAEL
 ELLIOT           ,FAET
 ELLISRAS         ,FAER
 ERMELO           ,FAEO
 ESHOWE           ,FAES
 FARAULEP ISLAND  ,FARP
 FICKSBURG        ,FAFB
 FRANKFORT        ,FAFF
 FRASERBURG       ,FAFR
 GEORGE/P. W. BOT ,FAGG
 GOBABIS          ,FAGB
 GOUGH ISLAND     ,FAGE
 GRAAFF REINET    ,FAGR
 GRAHAMSTOWN      ,FAGT
 GRAND CENTRAL    ,FAGC
 GRAVELOTTE       ,FAGV
 GREYTOWN         ,FAGY
 HARMONY (PRIVATE ,FAHA
 HEIDELBERG       ,FAHG
 HENDRINA (PRIVAT ,FAHE
 HOEDSPRUIT (SAAF ,FAHS
 HUMANSDORP       ,FAHD
 JAGERSFONTEIN    ,FAJF
 J. G. STRIJDOM   ,FAWH
 JOHANNESBURG CIT ,FAJB
 JOHANNESBURG/RAN ,FAGM
 JOHANNESBURG TAM ,FAJS
 JOHANNESBURG/TAM ,FAOR
 KIMBERLEY/BJ VOR ,FAKM
 KLEINSEE         ,FAKZ
 KLERKSDORP       ,FAKD
 KOMATIPOORT      ,FAKP
 KROONSTAD        ,FAKS
 KRUGER MPUMALANG ,FAKN
 LADYSMITH        ,FALY
 LANGEBAANWEG (SA ,FALW
 LANSERIA (CIV/MI ,FALA
 LICHTENBURG      ,FALI
 LICHTENBURG      ,FALT
 LIME ACRES(PRIVA ,FALC
 LOUIS TRICHARDT  ,FALO
 MAFIKENG         ,FAMK
 MAKHADO AFB      ,FALM
 MARGATE          ,FAMG
 MARIEPSKOP (SAAF ,FAMR
 MARION ISLAND    ,FAME
 MEYERTON         ,FAMT
 MIDDELBURG       ,FAMB
 MMABATHO INTL AR ,FAMM
 MOSSEL BAY (LGT- ,FAMO
 MPACHA (CIV/MIL) ,FAMP
 NELSPRUIT        ,FANS
 NEWCASTLE        ,FANC
 NEW HANOVER      ,FANH
 NEW LARGO        ,FANL
 ONDANGWA (MIL/CI ,FAOA
 OUDTSHOORN       ,FAOH
 OVERBERG         ,FAOB
 PHALABORWA(PRIVA ,FAPH
 PIETERMARITZBURG ,FAPM
 PIETERSBURG(CIVI ,FAPI
 PIETERSBURG (SAA ,FAPB
 PILANESBERG      ,FAPN
 PLETTENBERG BAY  ,FAPG
 POLOKWANE INTL   ,FAPP
 PORT ELIZABETH   ,FAPE
 PORT ST. JOHNS ( ,FAPJ
 POTCHEFSTROOM(SA ,FAPS
 PRETORIA/IRENE   ,FAIR
 PRETORIA (MET)   ,FAPR
 PRINCE ALBERT RO ,FAPC
 QUEENSTOWN       ,FAQT
 RICHARD'S BAY    ,FARB
 RUNDU (MIL/CIV)  ,FARU
 SISHEN           ,FASS
 SPRINGBOK        ,FASB
 SPRINGS          ,FASI
 SWARTKOP (SAAF)  ,FASK
 THOHOYANDOU      ,FATH
 TRISTAN DA CUNHA ,FATC
 TSUMEB (PRIVATE) ,FATM
 TZANEEN          ,FATZ
 ULUNDI           ,FAUL
 UMTATA/MTHATHA   ,FAUT
 UPINGTON/PIERRE  ,FAUP
 VEREENIGING      ,FAVV
 VICTORIA WEST    ,FAVW
 VREDENDAL        ,FAVR
 VRYBURG          ,FAVB
 VRYHEID          ,FAVY
 WATERKLOOF (SAAF ,FAWK
 WELKOM           ,FAWM
 WINDHOEK/EROS(SA ,FAWW
 WINDHOEK         ,FAWE
 WITBANK          ,FAWI
 WONDERBOOM/PRETO ,FAWB
 YSTERPLANT (SAAF ,FAYP
 ZASTRON          ,FAZA
 FRANCISTOWN      ,FBFT
 FRANCISTOWN      ,FBPM
 GBADOLITE        ,FBLT
 GHANZI           ,FBGZ
 JWANENG (PRIVATE ,FBJW
 KASANE           ,FBKE
 MAHALAPYE        ,FBMP
 MAUN             ,FBMN
 ORAPA (PRIVATE)  ,FBOR
 PANDAMATENGA     ,FBPA
 SELEBI PHIKWE    ,FBSP
 SHAKAWE          ,FBSW
 SIR SERETSE KHAM ,FBSK
 SUA-PAN          ,FBSN
 TSABONG          ,FBTS
 TSHANE           ,FBTE
 BRAZZAVILLE/MAYA ,FCBB
 DJAMBALA         ,FCBD
 GAMBOMA          ,FCOG
 IMPFONDO         ,FCOI
 LOUBOMO          ,FCPL
 MAKABANA         ,FCPA
 MAKOUA           ,FCOM
 MOUYONDZI        ,FCBM
 M'POUYA          ,FCBO
 OUESSO           ,FCOU
 POINTE-NOIRE     ,FCPP
 SIBITI           ,FCBS
 SOUANKE          ,FCOS
 ANGO             ,FZKO
 BANDUNDU         ,FZBO
 BASANKUSU        ,FZEN
 BOENDE           ,FZGN
 BONDO            ,FZKP
 BUKAVU/KAVUMU    ,FZMA
 BUNIA            ,FZKA
 BUTEMBO          ,FZMB
 DILOLO           ,FZSI
 GEMENA           ,FZFK
 GOMA INTL AIRPOR ,FZNA
 ILEBO            ,FZVS
 INGA             ,FZAN
 INONGO           ,FZBA
 ISIRO            ,FZJA
 KABINDA/TUNTA    ,FZWT
 KAHEMBA          ,FZCF
 KALEMIE          ,FZRF
 KALIMA           ,FZOD
 KAMINA (ZAI-AFB) ,FZSA
 KANANGA          ,FZUA
 KANIAMA          ,FZTK
 KAPANGA          ,FZSK
 KASONGO          ,FZOK
 KENGE            ,FZCS
 KIKWIT           ,FZCA
 KINDU            ,FZOA
 KINSHASA/N'DJILI ,FZAA
 KISANGANI        ,FZIC
 KISANGANI (ZAI-A ,FZIA
 KITONA (ZAI-AFB) ,FZAI
 KOLWEZI          ,FZQM
 KONGOLO          ,FZRQ
 LISALA           ,FZGA
 LODJA            ,FZVA
 LOMELA           ,FZVE
 LUBUMBASHI/LUANO ,FZQA
 MANONO           ,FZRA
 MATADI/TSHIMPI   ,FZAM
 MBANDAKA         ,FZEA
 MBUJI-MAYI       ,FZWA
 MITWABA          ,FZQV
 MOANDA           ,FZAG
 MOBA             ,FZRB
 RUTSHURU         ,FZNC
 SANDOA           ,FZSD
 TSHIKAPA         ,FZUK
 BIG BEND MET     ,FDBB
 JERICHO          ,FDJR
 LAVUMISA         ,FDLV
 LOMAHASHA        ,FDLM
 MANZINI/MATSAPA  ,FDMS
 MAYIWANE         ,FDMY
 MOTI             ,FDOT
 MUSI             ,FDUS
 NDZEVANE         ,FDND
 NHLANGANO ARPT   ,FDNH
 NYONYANE         ,FDNY
 PIGGS PEAK       ,FDPP
 SIKHUIPHE        ,FDSK
 SITEKI           ,FDST
 VUVULANE         ,FDVV
 ALINDAO          ,FEFA
 BAMBARI          ,FEFM
 BANGASSOU        ,FEFG
 BANGUI           ,FEFV
 BANGUI/M'POKO (M ,FEFF
 BERBERATI        ,FEFT
 BIRAO            ,FEFI
 BOSSANGOA        ,FEFS
 BOSSEMBELE       ,FEFL
 BOUAR            ,FEFO
 BRIA             ,FEFR
 N'DELE           ,FEFN
 OBO              ,FEFB
 YALINGA          ,FEFY
 BATA (RIO MUNI)  ,FGBT
 MALABO/FERNANDO  ,FGSL
 WIDE AWAKE FIELD ,FHAW
 DIEGO GARCIA     ,FJDG
 PLAISANCE        ,FIMP
 RODRIGUES/PLAINE ,FIMR
 ABONG-MBANG      ,FKAG
 BAFIA            ,FKAF
 BAMENDA          ,FKKV
 BANYO            ,FKAB
 BATOURI          ,FKKI
 BERTOUA          ,FKKO
 BETARE-OYA       ,FKAO
 DOUALA (CIV/MIL) ,FKKD
 DSCHANG          ,FKKS
 EBOLOWA          ,FKKW
 ESEKA            ,FKKE
 GAROUA           ,FKKR
 KAELE            ,FKKH
 KOUNDJA/FOUMBAN  ,FKKM
 KRIBI            ,FKKB
 LOMIE            ,FKAL
 MAMFE            ,FKKF
 MAROUA-SALAK     ,FKKA
 MAROUA SALAK     ,FKKL
 MEIGANGA         ,FKAM
 NGAOUNDERE       ,FKKN
 NKONGSAMBA       ,FKAN
 TIBATI           ,FKKT
 TIKO             ,FKKC
 YAGOUA CITY      ,FKKJ
 YAOUNDE          ,FKYS
 YOKO             ,FKAY
 YOUNDE II        ,FKKY
 CHIPATA          ,FLCP
 CHOMA            ,FLCH
 ISOKA            ,FLIK
 KABOMPO          ,FLPO
 KABWE/MILLIKEN   ,FLKW
 KAOMA            ,FLKO
 KASAMA           ,FLKS
 KASEMPA          ,FLPA
 KAWAMBWA         ,FLKB
 LIVINGSTONE (MIL ,FLLI
 LIVINGSTONE NKUM ,FLHN
 LUNDAZI          ,FLLD
 LUSAKA CITY AIRP ,FLLC
 LUSAKA KUANDA    ,FLKK
 LUSAKA (MIL/CIV) ,FLLS
 MANSA            ,FLMA
 MBALA (MIL/CIV)  ,FLBA
 MFUWE            ,FLMF
 MONGU            ,FLMG
 MPIKA            ,FLMP
 MWINILUNGA       ,FLMW
 NDOLA            ,FLND
 NDOLA            ,FLSK
 PETAUKE          ,FLPE
 SAMFYA           ,FLYA
 SENANGA          ,FLSN
 SERENJE          ,FLSE
 SESHEKE          ,FLSS
 SOLWEZI          ,FLSW
 ZAMBEZI          ,FLZB
 ANJOUAN/OUANI    ,FMCV
 DZAOUDZI/PAMANZI ,FMCZ
 MORONI/HAHAIA IN ,FMCH
 MORONI/ICONI ARP ,FMCN
 ANALALAVA        ,FMNL
 ANDAPA           ,FMND
 ANTALAHA/ANTSIRA ,FMNH
 ANTANANARIVO/IVA ,FMMI
 ANTSIRABE        ,FMME
 BESALAMPY        ,FMNQ
 DIEGO-SUAREZ/ANT ,FMNA
 FARAFANGANA      ,FMSG
 FIANARANTSOA     ,FMSF
 FT. DAUPHIN/TOLA ,FMSD
 MAHANORO         ,FMMH
 MAINTIRANO       ,FMMO
 MAJUNGA/MAHAJANG ,FMNM
 MANANJARY        ,FMSM
 MOROMBE          ,FMSR
 MORONDAVA        ,FMMV
 NOSY BE/FASCENE  ,FMNN
 RANOHIRA         ,FMSO
 SAINTE-MARIE ARP ,FMMS
 SAMBAVA SUD      ,FMNS
 TAMATAVE/TOAMASI ,FMMT
 TULEAR/TOLIARA   ,FMST
 VOHEMAR          ,FMNV
 ST. DENIS/GILLOT ,FMEE
 ST. PIERRE/FONDS ,FMEP
 BENGUELA/MONBACA ,FNBG
 BIE/KUITO/SILVA  ,FNKU
 CABINDA          ,FNCA
 CATUMBELA        ,FNCT
 DUNDO            ,FNDU
 HUAMBO/NOVA LISB ,FNHU
 LOBITO           ,FNLB
 LUANDA/4 DE FEVE ,FNLU
 LUBANGO          ,FNUB
 LUENA            ,FNUE
 MALANGE          ,FNMA
 MBANZA/CONGO     ,FNBC
 MENONGUE EAST/SE ,FNME
 NAMIBE           ,FNMO
 N'ZETO/AMBRIZETE ,FNZE
 ONDJIVA          ,FNGI
 PORTO AMBOIM     ,FNPA
 SAURIMO/HENRIQUE ,FNSA
 SOYO             ,FNSO
 SUMBE            ,FNSU
 UIGE             ,FNUG
 WAKU KUNGU/CELA  ,FNWK
 BITAM            ,FOOB
 COCOBEACH        ,FOOC
 FRANCEVILLE/MVEN ,FOON
 LAMBARENE        ,FOGR
 LASTOURSVILLE    ,FOOR
 LIBREVILLE/LEON  ,FOOL
 MAKOKOU/EPASSENG ,FOOK
 MAYUMBA          ,FOOY
 MEKAMBO          ,FOOE
 MITZIC           ,FOOM
 MOANDA           ,FOOD
 MOUILA CITY      ,FOGM
 OYEM             ,FOGO
 PORT GENTIL      ,FOOG
 TCHIBANGA        ,FOOT
 PRINCIPE ISLAND  ,FPPR
 SAO TOME IL/SALA ,FPST
 ANGOCHE          ,FQAG
 BEIRA            ,FQBR
 CHIMOIO          ,FQCH
 CUAMBA           ,FQCB
 FURANCUNGO       ,FQFU
 INHAMBANE        ,FQIN
 LICHINGA         ,FQLC
 LUMBO            ,FQLU
 MAPUTO/MAVALANE  ,FQMA
 MARRUPA          ,FQMR
 MOCIMBOA DA PRAI ,FQMP
 MUTARARA         ,FQMU
 NACALA           ,FQNC
 NAMPULA          ,FQNP
 PEMBA            ,FQPB
 QUELIMANE        ,FQQL
 SONGO            ,FQSG
 TETE/CHINGOZI    ,FQTT
 TETE             ,FQTE
 ULONGUE          ,FQUG
 VILANCULOS       ,FQVL
 XAI XAI          ,FQXA
 DESROCHES        ,    
 PRASLIN          ,FSPP
 SEYCHELLES INTL  ,FSIA
 SEYCHELLES INTL  ,FSSS
 ABECHE           ,FTTC
 AM-TIMAN         ,FTTN
 ATI              ,FTTI
 BARDAI-ZOUGRA(MI ,FTTZ
 BOKORO           ,FTTK
 BOL-BERIM        ,FTTL
 BONGOR           ,FTTB
 FAYA-LARGEAU (MI ,FTTY
 LAI              ,FTTH
 MONGO            ,FTTM
 MOUNDOU          ,FTTD
 NDJAMENA (CIV/MI ,FTTJ
 PALA             ,FTTP
 SARH (CIV/MIL)   ,FTTA
 ZOUAR            ,FTTR
 BEITBRIDGE       ,FVBB
 BINGA            ,FVBI
 BULAWAYO         ,FVJN
 BULAWAYO/WOODVAL ,FVBU
 CHIPINGE         ,FVCH
 CHIREDZI/BUFFALO ,FVCZ
 GOKWE            ,FVGO
 GWERU/THORNHILL  ,FVTL
 HARARE/KUTSAGA(M ,FVHA
 HARARE/MUGABE    ,FVRG
 HWANGE NATL. PAR ,FVWN
 KARIBA           ,FVKB
 KAROI            ,FVKA
 MASVINGO         ,FVMV
 MUTARE/GRAND REE ,FVGR
 MUTOKO           ,FVMT
 RUSAPE           ,FVRU
 VICTORIA FALLS   ,FVFA
 CHILEKA INTL ARP ,FWCL
 CHITIPA          ,FWCT
 DEDZA            ,FWDZ
 KAMUZU INTL AIRP ,FWKI
 KARONGA          ,FWKA
 LILONGWE INTL AR ,FWLI
 LILONGWE INTL AR ,FWLL
 MANGOCHI         ,FWMG
 MONKEY BAY       ,FWMY
 MZIMBA           ,FWMZ
 MZUZU            ,FWUU
 NKHOTA KOTA      ,FWKK
 SALIMA           ,FWSM
 MASERU/MOSHOESHO ,FXMM
 MEJAMETALANA/MAS ,FXMU
 ARANOS           ,FYAN
 AROAB            ,FYAB
 AUS              ,FYAS
 BAGANI           ,FYBG
 EENHANA          ,FYEN
 EROS AIRPORT     ,FYWE
 GOBABEB          ,FYGO
 GOBABIS ARPT     ,FYGB
 GROOTFONTEIN     ,FYGF
 HENTIES BAY      ,FYGN
 HENTIES BAY      ,FYHN
 J. G. STRIJDOM   ,FYWH
 KARASBURG        ,FYKB
 KATIMA MULILO    ,FYKM
 KEETMANSHOOP     ,FYKT
 KHORIXAS         ,FYKX
 LUDERITZ/DIAZ PO ,FYLZ
 MALTAHOEHE       ,FYMH
 MARIENTAL ARPT   ,FYML
 NOORDOEWER       ,FYND
 OKAHAO           ,FYOH
 OKAKARARA        ,FYOK
 OKAUKUEJO ARPT   ,FYOO
 OMARURU          ,FYOM
 ONDANGWA         ,FYOA
 OOTMOED          ,FYOT
 OPUWO            ,FYOP
 ORANJEMUND       ,FYOG
 OSHAKATI         ,FYOS
 OTJINENE         ,FYTN
 OTJIWARONGO ARPT ,FYOW
 OUTJO AIRPORT    ,FYOJ
 REHOBETH         ,FYRH
 RHINO CAMP       ,FYRN
 ROOIKOP (SAAF/CI ,FYRK
 RUNDU            ,FYRU
 TERRACE BAY      ,FYTE
 TSUMEB           ,FYTM
 TSUMKWE          ,FYTK
 WALVIS BAY       ,FYWB
 WINDHOEK         ,FYWW
 ASMAR            ,OAAS
 BAGRAM           ,OAIX
 BAMIYAN          ,OABN
 BEHSOOD          ,OABD
 CAMP BASTION     ,EQBH
 CHAGCHARAN       ,EQBI
 DARWAZ           ,OADZ
 FAIZABAD         ,OAFZ
 FARAH            ,OAFR
 FEYZABAD         ,EQBF
 GARDEZ           ,OAGZ
 GHAZNI           ,OAGN
 GHELMEEN         ,OAGM
 GULISTAN         ,OAGL
 HAJIGAK          ,OAHJ
 HERAT            ,OAHR
 ISKACHEM/ESHKASH ,OAEM
 ISLAM-QALA       ,OAEQ
 JABUL-SARAJ      ,OAJS
 JALALABAD (MIL)  ,OAJL
 KABUL INTL (MIL) ,OAKB
 KAJAKI           ,OAKJ
 KALAT            ,OAKT
 KALDAR           ,OAKR
 KANDAHAR         ,EQCB
 KANDAHAR INTL AR ,OAKN
 KESHM            ,OAEK
 KHOST            ,OAKS
 KHWAHAN          ,OAHN
 KUNDUZ           ,EQBA
 KUNDUZ           ,OAUZ
 LAL              ,OALL
 MAIMANA/MIMANA   ,OAMN
 MARZAR I SHARIF  ,EQBM
 MAZAR-I-SHARIF   ,OAMS
 PAGHMAN          ,OAPG
 PAN JAO          ,OAPJ
 QADES            ,OAQD
 QALA-I-NOW       ,OAQN
 SHEBIRGHAN       ,OASG
 SHINDAND         ,OASD
 TARIN KOWT       ,EQTK
 URGOON           ,OAOG
 WAZAKHAW         ,OADW
 YANGI QALA       ,OAYQ
 ZEBAK            ,OAZB
 BAHRAIN INTL ARP ,OBBI
 ABHA             ,OEAB
 AL AHSA          ,OEAH
 AL BAHA          ,OEBA
 AL DAWADMI       ,OEDM
 AL-JOUF (CIV/MIL ,OESK
 AL JUBAIL        ,OEJB
 AL KHARJ AB      ,OEKJ
 ARAR             ,OERR
 BISHA (CIV/MIL)  ,OEBH
 DAWADMI          ,OEDW
 DHAHRAN INTL (MI ,OEDR
 GASSIM           ,OEGS
 GIZAN            ,OEGN
 GURIAT           ,OEGT
 HAFR AL-BATIN AR ,OEPA
 HAIL             ,OEHL
 JEDDAH/KING ABDU ,OEJN
 JEDDAH           ,OEJD
 KAIBER           ,OEKB
 KHAMIS MUSHAIT A ,OEKM
 KING FAHD INTL   ,OEDF
 KING KHALID MIL  ,OEKK
 MADINAH INTL ARP ,OEMA
 MAKKAH/MECCA     ,OEMK
 MUAYH            ,OEMH
 NEJRAN           ,OENG
 PRINCE ABDULMAJE ,OEAO
 PRINCE SULTAN AB ,OEPS
 RAFHA (PRIVATE)  ,OERF
 RIYADH/KING KHAL ,OERK
 RIYADH (SAUD-AFB ,OERY
 SHARURAH (CIV/MI ,OESH
 TABUK (SAUD-AFB) ,OETB
 TAIF (CIV/MIL)   ,OETF
 TURAIF           ,OETR
 WADI AL DAWASER  ,OEWD
 WEJH             ,OEWJ
 YENBO            ,OEYN
 ABADAN INTL AIRP ,OIAA
 ABADEH           ,OISA
 ABUMUSA ISLAND   ,OIBA
 AGHA JARI        ,OIAG
 AHWAZ            ,OIAW
 ARAK             ,OIHR
 ARDABIL          ,OITL
 BABOLSAR         ,OINB
 BAM              ,OIKM
 BANDAR ABBAS INT ,OIKB
 BANDAR LENGEH    ,OIBL
 BANDAR MAHSHAHR  ,OIAM
 BASTAK           ,OIBH
 BIRJAND          ,OIMB
 BOJNOURD         ,OIMN
 BORUJERD         ,OICJ
 BUSHEHR (CIV/AFB ,OIBB
 CHAH BAHAR (IR-A ,OIZC
 DEZFUL (IRAN-AFB ,OIAD
 ESFAHAN S B INTL ,OIFM
 FASA             ,OISF
 GACH SARAN(PRIVA ,OIAH
 GHASRE-SHIRIN    ,OICG
 GHAZVIN          ,OIIK
 GHESHM/DAYRESTAN ,OIKQ
 GHOM/QOM         ,OIIQ
 GONABAD          ,OIMD
 GONBAD GHABUS    ,OINK
 GORGAN           ,OING
 HAMADAN          ,OIHH
 ILAM AIRPORT     ,OICI
 IMAM KHOMEINI    ,OIIE
 IRANSHAHR        ,OIZI
 JAM AIRPORT      ,OIBJ
 JASK             ,OIZJ
 KALALEH          ,OINE
 KARAJ/PAYAM      ,OIIP
 KASHAN           ,OIFK
 KASMAR           ,OIMQ
 KERMAN           ,OIKK
 KERMANSHAH/BAKTA ,OICC
 KERMANSHAH       ,OIGK
 KHARK ISLAND     ,OIBQ
 KHORAM ABAD      ,OICK
 KHOY             ,OITK
 KISH ISLAND      ,OIBK
 LAMERD AIRPORT   ,OISR
 LAR AIRPORT      ,OISL
 LAVAN ISLAND     ,OIBV
 MAKOU AIRPORT    ,OITU
 MALAYER AIRPORT  ,OIHM
 MASHHAD (AFB/CIV ,OIMM
 MASJED-SOLEYMAN  ,OIAI
 MINAB            ,OIKO
 NOSHAHR          ,OINN
 ORUMIEH          ,OITR
 PARSABAD         ,OITP
 PERSIAN GULF APT ,OIBP
 RAFSANJAN        ,OIKR
 RAMSAR           ,OINR
 RASHT            ,OIGG
 SABZEVAR         ,OIMS
 SAGHEZ           ,OITS
 SAHAND AIRPORT   ,OITM
 SANANDAJ         ,OICS
 SARAKHS          ,OIMC
 SARY DASHTE NAZ  ,OINZ
 SEMNAN           ,OIIS
 SHAHRE-KORD      ,OIFS
 SHAHROUD         ,OIMJ
 SHIRAZ (CIV/AFB) ,OISS
 SIRRI ISLAND     ,OIBS
 TABAS            ,OIMT
 TABRIZ(IRAN-AB/C ,OITT
 TEHRAN/MEHRABAD  ,OIII
 TORBAT-HEYDARIEH ,OIMH
 YASOUJ AIRPORT   ,OISY
 YAZD             ,OIYY
 ZABOL            ,OIZB
 ZAHEDAN INTL ARP ,OIZH
 ZANJAN           ,OITZ
 AMMAN/KING ABDUL ,OJAM
 AQABA INTL AIRPO ,OJAQ
 HOTEL-4 'IRWAISH ,OJHR
 HOTEL-5 'SAFAWI' ,OJHF
 IRBID (MET)      ,OJBD
 MA'AN            ,OJMN
 MAFRAQ (JOR-AFB) ,OJMF
 QUEEN ALIA INTL  ,OJAI
 AL JAHRA         ,OKAS
 KUWAIT INTL (MIL ,OKBK
 BEIRUT (CIV/MIL) ,OLBA
 ABU DHABI AL DAF ,OMAM
 ABU DHABI/BATEEN ,OMAD
 ABU DHABI INTL   ,OMAA
 AL AIN INTNL ARP ,OMAL
 AL HAMRA AUX     ,OMAH
 AL MINHAD AIRB   ,OMDM
 BUHASA           ,OMAB
 DELMA ISLAND     ,OMDL
 DUBAI AL MAKTOUM ,OMDW
 DUBAI INTL AIRPO ,OMDB
 FUJAIRAH INTL AR ,OMFJ
 JEBEL DHANA      ,OMAJ
 RAS AL KHAIMAH   ,OMRK
 SHARJAH INTL ARP ,OMSJ
 SIR ABU NAIR     ,OMSN
 ADAM             ,OOAD
 BURAIMI (AUT)    ,OOBR
 DUQM             ,OODQ
 FAHUD (AUT)      ,OOFD
 GHABA CENTRAL(PV ,OOGB
 HAIMA            ,OOHA
 IBRA             ,OOIA
 IBRI             ,OOII
 KHASSAB (MIL)    ,OOKB
 MASIRAH (OM-AFB) ,OOMA
 NIZWA            ,OONZ
 SAIQ             ,OOSQ
 SALALAH          ,OOSA
 SEEB INTL/MUSCAT ,OOMS
 SOHAR MAJIS      ,OOSH
 SUR              ,OOSR
 THUMRAIT (OM-AFB ,OOTH
 BAHAWALPUR       ,OPBW
 BANNU            ,OPBN
 CHITRAL          ,OPCH
 DERA GHAZI       ,OPDG
 DERA ISMAIL KHAN ,OPDI
 FAISALABAD INTL  ,OPFA
 GILGIT           ,OPGT
 GWADAR           ,OPGD
 HYDERABAD AIRPOR ,OPKD
 ISLAMABAD (CIV/M ,OPRN
 ISLAMABAD        ,OPIS
 JACOBABAD (CIV/M ,OPJA
 JIWANI (CAPE)    ,OPJI
 KALAT            ,OPKL
 KARACHI INTL ARP ,OPKC
 KARACHI/MASROOR  ,OPMR
 LAHORE (CIV/MIL) ,OPLA
 LAHORE/WALTON    ,OPLH
 MIANWALI (CIV/MI ,OPMI
 MIRANSHAH(CIV/MI ,OPMN
 MULTAN           ,OPMT
 NAWABSHAH        ,OPNH
 ORMARA           ,OPOR
 PANJGUR          ,OPPG
 PASNI            ,OPPI
 PESHAWAR (CIV/MI ,OPPS
 QUETTA (CIV/MIL) ,OPQT
 RAIFIQUI (PAK-AF ,OPRQ
 RISALPUR (PAK-AF ,OPRS
 SAIDU SHARIF     ,OPSS
 SARGODHA (PAK-AF ,OPSR
 SHAIKH ZAID      ,OPRK
 SIALKOT AIRPORT  ,OPST
 SIBI             ,OPSB
 SUKKUR           ,OPSK
 TARBELA DAM      ,OPTA
 TURBAT NEW       ,OPTU
 AL ASAD          ,ORAA
